Time, Roll, Pitch, Yaw
0.14,0.000118,-4.46e-05,7.46e-06
0.143,0.000115,-5.58e-05,3.56e-05
0.146,0.000154,-7.46e-05,0.00011
0.149,0.000187,-0.000101,0.000121
0.152,0.00019,-0.000171,9.91e-05
0.155,0.000228,-0.000169,9.06e-05
0.158,0.000244,-0.000156,8.74e-05
0.161,0.000252,-0.000152,0.000112
0.164,0.000259,-0.000197,0.000181
0.167,0.000238,-0.000232,0.000202
0.17,0.000262,-0.000259,0.000182
0.173,0.000238,-0.000222,0.000168
0.176,0.000209,-0.000213,0.00021
0.179,0.000206,-0.000249,0.000233
0.182,0.000149,-0.000232,0.000267
0.185,0.000142,-0.000248,0.000276
0.188,0.00015,-0.000205,0.000236
0.191,0.000127,-0.000225,0.000222
0.194,9.36e-05,-0.000244,0.00022
0.197,8.97e-05,-0.000298,0.000233
0.2,0.000131,-0.000305,0.000225
0.203,0.000169,-0.000274,0.000243
0.206,0.00011,-0.000295,0.000252
0.209,4.07e-05,-0.000283,0.000274
0.212,3.26e-06,-0.000308,0.000356
0.215,6.12e-05,-0.00029,0.000327
0.218,5.55e-05,-0.000293,0.000313
0.221,9.52e-05,-0.000253,0.000363
0.224,0.000112,-0.000279,0.00037
0.227,7.93e-05,-0.000261,0.000349
0.23,9.12e-05,-0.000257,0.000377
0.233,0.000113,-0.000297,0.000409
0.236,7.48e-05,-0.00031,0.000368
0.239,9.51e-05,-0.000331,0.000357
0.242,0.0001,-0.000307,0.000353
0.245,0.000125,-0.000305,0.000416
0.248,0.000127,-0.000302,0.000434
0.251,0.000141,-0.000287,0.000475
0.254,0.00012,-0.00024,0.000451
0.257,0.00016,-0.000301,0.000477
0.26,0.000164,-0.000328,0.000499
0.263,0.00015,-0.000339,0.000512
0.266,0.000112,-0.000352,0.000538
0.269,6.32e-05,-0.000321,0.000503
0.272,6.47e-05,-0.000292,0.000557
0.275,7.79e-05,-0.000262,0.000567
0.278,8.63e-05,-0.000226,0.000592
0.281,8.27e-05,-0.00026,0.000612
0.284,2.82e-05,-0.000261,0.000585
0.287,8.97e-05,-0.000282,0.000569
0.29,6.19e-05,-0.000316,0.000573
0.293,7.51e-05,-0.000356,0.000545
0.296,6.42e-05,-0.000347,0.000559
0.299,2e-05,-0.000314,0.000582
0.302,3.34e-05,-0.000237,0.000632
0.305,2.75e-05,-0.000205,0.000668
0.308,8.03e-06,-0.000182,0.000691
0.311,2.79e-07,-0.000205,0.00066
0.314,-3.55e-05,-0.000161,0.000686
0.317,-3.99e-05,-0.000153,0.000604
0.32,1.89e-05,-0.000118,0.000612
0.323,-3.86e-06,-0.000138,0.000614
0.326,1.64e-05,-0.000111,0.000669
0.329,4.12e-05,-0.000114,0.000704
0.332,1.08e-05,-0.000129,0.000717
0.335,-2.05e-05,-0.000184,0.000745
0.338,8.76e-06,-0.000235,0.000743
0.341,3.1e-05,-0.000253,0.000769
0.344,5.25e-05,-0.000221,0.000765
0.347,2.26e-05,-0.000255,0.000783
0.35,-3.04e-06,-0.000212,0.000781
0.353,8.76e-06,-0.000283,0.000772
0.356,9.56e-06,-0.000267,0.000782
0.359,3.52e-05,-0.00029,0.000796
0.362,2.58e-05,-0.000364,0.000812
0.365,4.84e-05,-0.000344,0.000842
0.368,5.89e-05,-0.000344,0.000835
0.371,6.89e-05,-0.000346,0.000846
0.374,9.57e-05,-0.000316,0.000887
0.377,0.000116,-0.000337,0.000913
0.38,0.000139,-0.000301,0.000928
0.383,0.000104,-0.000316,0.000953
0.386,0.000183,-0.000278,0.00096
0.389,0.000178,-0.000261,0.000948
0.392,0.000208,-0.000342,0.000978
0.395,0.000239,-0.000279,0.000986
0.398,0.000261,-0.00026,0.000957
0.401,0.00027,-0.000328,0.000982
0.404,0.000296,-0.000328,0.000981
0.407,0.000327,-0.000309,0.000989
0.41,0.000291,-0.000366,0.000915
0.413,0.000343,-0.000341,0.000902
0.416,0.000366,-0.000316,0.000925
0.419,0.00035,-0.000343,0.000855
0.422,0.000379,-0.000311,0.000888
0.425,0.00035,-0.000303,0.000887
0.428,0.000327,-0.000292,0.000843
0.431,0.000353,-0.000368,0.000839
0.434,0.000351,-0.000371,0.000781
0.437,0.000335,-0.000383,0.000765
0.44,0.000286,-0.000391,0.000787
0.443,0.000314,-0.000361,0.000841
0.446,0.000312,-0.000364,0.000773
0.449,0.00033,-0.000371,0.000773
0.452,0.000367,-0.000455,0.000808
0.455,0.000414,-0.000488,0.000798
0.458,0.000427,-0.00049,0.000736
0.461,0.000455,-0.000491,0.000718
0.464,0.000448,-0.0005,0.000756
0.467,0.000524,-0.000508,0.000724
0.47,0.00053,-0.00054,0.000783
0.473,0.00053,-0.00052,0.000744
0.476,0.000521,-0.000486,0.000716
0.479,0.000485,-0.000431,0.000654
0.482,0.00048,-0.000389,0.000625
0.485,0.000476,-0.000295,0.000623
0.488,0.000446,-0.000235,0.000606
0.491,0.000435,-0.000188,0.000587
0.494,0.000421,-0.000156,0.000608
0.5,0.000482,-0.000203,0.000577
0.503,0.000473,-0.000201,0.000584
0.506,0.000464,-0.000177,0.000577
0.509,0.000489,-0.000143,0.000586
0.512,0.000491,-0.000129,0.000568
0.515,0.000537,-0.000115,0.000512
0.518,0.000568,-5.32e-05,0.000525
0.521,0.000559,4.06e-05,0.000544
0.524,0.000547,6.93e-05,0.00056
0.527,0.00054,7.08e-05,0.000568
0.53,0.000523,6.4e-05,0.000526
0.533,0.000566,7.79e-05,0.000558
0.536,0.000546,9.9e-05,0.000625
0.539,0.000494,0.000112,0.00063
0.542,0.000521,0.000127,0.000672
0.545,0.000512,7.49e-05,0.000662
0.548,0.000517,0.000128,0.000666
0.551,0.000552,0.000161,0.000708
0.554,0.000516,0.000192,0.000709
0.557,0.000541,0.000184,0.000718
0.56,0.000547,0.000191,0.000742
0.563,0.000574,0.000265,0.000795
0.566,0.000469,0.000327,0.000779
0.569,0.000435,0.000378,0.000731
0.572,0.000449,0.000367,0.000731
0.575,0.000442,0.00036,0.000724
0.578,0.000437,0.000385,0.000771
0.581,0.000421,0.000421,0.000791
0.584,0.000388,0.000415,0.000793
0.587,0.000334,0.000494,0.000801
0.59,0.000297,0.000515,0.000814
0.593,0.000272,0.000546,0.000843
0.596,0.000214,0.000631,0.0009
0.599,0.000216,0.00068,0.000877
0.602,0.000235,0.000708,0.000888
0.605,0.000259,0.000752,0.000972
0.608,0.000201,0.000765,0.000962
0.611,0.000186,0.000794,0.000923
0.614,0.000181,0.000866,0.00085
0.617,0.000183,0.000904,0.000806
0.62,0.000167,0.000923,0.000759
0.623,0.00012,0.000901,0.000746
0.626,7.17e-05,0.000972,0.000721
0.629,3.35e-05,0.00103,0.000695
0.632,4.18e-05,0.0011,0.000691
0.635,-3.39e-05,0.00115,0.000648
0.638,-9.19e-05,0.00118,0.000594
0.641,-0.000165,0.00127,0.000584
0.644,-0.000214,0.00135,0.000578
0.647,-0.000273,0.00138,0.000519
0.65,-0.000308,0.00143,0.000458
0.653,-0.000345,0.00152,0.000377
0.656,-0.000403,0.00161,0.000333
0.659,-0.00042,0.00166,0.000321
0.662,-0.000529,0.00172,0.000277
0.665,-0.000586,0.00181,0.00024
0.668,-0.000643,0.00187,0.000195
0.671,-0.000662,0.00194,0.000107
0.674,-0.00069,0.00202,8.15e-05
0.677,-0.000724,0.00212,3.8e-05
0.68,-0.000741,0.00219,-2.72e-05
0.683,-0.000815,0.00227,-9.95e-05
0.686,-0.000836,0.00236,-0.000154
0.689,-0.000867,0.00244,-0.000205
0.692,-0.000903,0.00248,-0.000242
0.695,-0.000962,0.00256,-0.000318
0.698,-0.00106,0.00266,-0.000363
0.701,-0.00113,0.00274,-0.00045
0.704,-0.0012,0.00275,-0.000527
0.707,-0.00131,0.00283,-0.000603
0.71,-0.00134,0.00289,-0.000664
0.713,-0.00141,0.00291,-0.000781
0.716,-0.00142,0.00293,-0.000851
0.719,-0.00148,0.00298,-0.000963
0.722,-0.00149,0.00304,-0.00102
0.725,-0.00154,0.00312,-0.00108
0.728,-0.00161,0.00317,-0.00116
0.731,-0.00167,0.00325,-0.00123
0.734,-0.00175,0.00337,-0.00123
0.737,-0.0018,0.00344,-0.00127
0.74,-0.00189,0.00353,-0.00129
0.743,-0.00192,0.00364,-0.00132
0.746,-0.00198,0.00372,-0.00138
0.749,-0.00206,0.00384,-0.00146
0.752,-0.00208,0.00391,-0.00148
0.755,-0.00213,0.00404,-0.00155
0.758,-0.00218,0.00416,-0.00159
0.761,-0.00217,0.00425,-0.0016
0.764,-0.00222,0.00432,-0.00163
0.767,-0.00224,0.00436,-0.00174
0.77,-0.00234,0.00445,-0.0018
0.773,-0.00239,0.0045,-0.00194
0.776,-0.00243,0.00459,-0.00197
0.779,-0.00252,0.00464,-0.00197
0.782,-0.00262,0.00468,-0.00198
0.785,-0.00269,0.00474,-0.00206
0.788,-0.00267,0.00484,-0.00214
0.791,-0.00267,0.00494,-0.00217
0.794,-0.0027,0.00502,-0.00219
0.797,-0.00273,0.0051,-0.00218
0.8,-0.00277,0.00518,-0.00222
0.803,-0.0028,0.00522,-0.00232
0.806,-0.00285,0.0053,-0.00235
0.809,-0.00298,0.00539,-0.00238
0.812,-0.00308,0.00545,-0.00245
0.815,-0.00311,0.0055,-0.00255
0.818,-0.00319,0.00559,-0.00265
0.821,-0.00324,0.00567,-0.00279
0.824,-0.00327,0.00574,-0.00289
0.827,-0.00332,0.00585,-0.00303
0.83,-0.0034,0.00598,-0.00319
0.833,-0.00353,0.00603,-0.00332
0.836,-0.00356,0.00609,-0.0035
0.839,-0.0036,0.00623,-0.00368
0.842,-0.00367,0.00629,-0.00382
0.845,-0.00372,0.00641,-0.00405
0.848,-0.00377,0.00649,-0.00423
0.851,-0.00385,0.00661,-0.00445
0.854,-0.00391,0.00663,-0.00467
0.857,-0.00401,0.00673,-0.00495
0.86,-0.00406,0.00688,-0.00525
0.863,-0.00412,0.00694,-0.0056
0.866,-0.00413,0.00701,-0.0059
0.869,-0.00414,0.00708,-0.00626
0.872,-0.00416,0.00712,-0.0066
0.875,-0.00411,0.0072,-0.007
0.878,-0.00415,0.00725,-0.00746
0.881,-0.00411,0.00732,-0.00792
0.884,-0.0041,0.00734,-0.0084
0.887,-0.00415,0.00735,-0.00888
0.89,-0.00415,0.0074,-0.00945
0.893,-0.00416,0.0075,-0.00997
0.896,-0.00419,0.00755,-0.0105
0.899,-0.00419,0.00759,-0.0111
0.902,-0.00414,0.00767,-0.0117
0.905,-0.00418,0.00769,-0.0124
0.908,-0.00417,0.00779,-0.013
0.911,-0.00414,0.00781,-0.0137
0.914,-0.00415,0.00788,-0.0144
0.917,-0.00424,0.00795,-0.0151
0.92,-0.0042,0.00798,-0.0158
0.923,-0.00422,0.00808,-0.0165
0.926,-0.0043,0.00808,-0.0173
0.929,-0.00433,0.00816,-0.0181
0.932,-0.00434,0.0082,-0.0188
0.935,-0.00437,0.00825,-0.0196
0.938,-0.00444,0.00826,-0.0204
0.941,-0.0045,0.00825,-0.0213
0.944,-0.00457,0.00831,-0.0221
0.947,-0.00461,0.00837,-0.0229
0.95,-0.00471,0.00847,-0.0238
0.953,-0.00472,0.0086,-0.0248
0.956,-0.00477,0.00866,-0.0257
0.959,-0.00485,0.00872,-0.0267
0.962,-0.00488,0.00878,-0.0278
0.965,-0.00489,0.00887,-0.0289
0.968,-0.00491,0.00894,-0.0299
0.971,-0.00498,0.00908,-0.0309
0.974,-0.00504,0.00917,-0.032
0.977,-0.00509,0.00927,-0.0332
0.98,-0.00513,0.00929,-0.0344
0.983,-0.00519,0.00935,-0.0355
0.986,-0.00523,0.00938,-0.0368
0.989,-0.00523,0.00941,-0.038
0.992,-0.00519,0.00933,-0.0392
0.995,-0.00511,0.00931,-0.0405
0.998,-0.00506,0.00927,-0.0418
1.001,-0.0051,0.00925,-0.0432
1.004,-0.00506,0.00918,-0.0446
1.007,-0.00503,0.00911,-0.0459
1.01,-0.005,0.00909,-0.0472
1.013,-0.00494,0.00908,-0.0487
1.016,-0.00497,0.00907,-0.0501
1.019,-0.00497,0.00907,-0.0515
1.022,-0.00496,0.00899,-0.053
1.025,-0.00493,0.00897,-0.0545
1.028,-0.00491,0.00896,-0.0559
1.031,-0.0049,0.00897,-0.0574
1.034,-0.00485,0.00903,-0.0589
1.037,-0.0048,0.00902,-0.0604
1.04,-0.0048,0.00904,-0.062
1.043,-0.00476,0.00909,-0.0636
1.046,-0.00475,0.00912,-0.0652
1.049,-0.00473,0.00919,-0.0668
1.052,-0.00471,0.00917,-0.0684
1.055,-0.00462,0.00917,-0.0701
1.058,-0.00459,0.00918,-0.0718
1.061,-0.00452,0.00921,-0.0734
1.064,-0.00449,0.00918,-0.0751
1.067,-0.00448,0.00915,-0.0769
1.07,-0.00441,0.00913,-0.0786
1.073,-0.00444,0.00919,-0.0803
1.076,-0.0044,0.00919,-0.0821
1.079,-0.00435,0.00918,-0.0838
1.082,-0.00426,0.00918,-0.0856
1.085,-0.00427,0.00915,-0.0874
1.088,-0.0042,0.00913,-0.0892
1.091,-0.00409,0.00914,-0.091
1.094,-0.00405,0.0092,-0.0929
1.097,-0.00402,0.00926,-0.0947
1.1,-0.00404,0.00925,-0.0965
1.103,-0.00397,0.00915,-0.0984
1.106,-0.00393,0.00914,-0.1
1.109,-0.00394,0.0091,-0.102
1.112,-0.00386,0.00909,-0.104
1.115,-0.0038,0.0091,-0.106
1.118,-0.00377,0.00909,-0.108
1.121,-0.00369,0.00912,-0.11
1.124,-0.00368,0.00908,-0.112
1.127,-0.00365,0.00908,-0.114
1.13,-0.00364,0.00903,-0.116
1.133,-0.0036,0.00905,-0.118
1.136,-0.00356,0.00902,-0.12
1.139,-0.00349,0.00903,-0.122
1.142,-0.00342,0.00904,-0.124
1.145,-0.00332,0.00898,-0.127
1.148,-0.00325,0.00898,-0.129
1.151,-0.00319,0.00891,-0.131
1.154,-0.00313,0.00887,-0.133
1.157,-0.0031,0.0089,-0.135
1.16,-0.00304,0.0089,-0.138
1.163,-0.00294,0.00894,-0.14
1.166,-0.0028,0.00893,-0.142
1.169,-0.00274,0.00886,-0.144
1.172,-0.00266,0.00883,-0.147
1.175,-0.00253,0.00882,-0.149
1.178,-0.00246,0.00883,-0.151
1.181,-0.0024,0.00878,-0.154
1.184,-0.00234,0.00878,-0.156
1.187,-0.00226,0.00876,-0.158
1.19,-0.0022,0.00875,-0.161
1.193,-0.00212,0.00869,-0.163
1.196,-0.00204,0.00867,-0.165
1.199,-0.00199,0.00863,-0.168
1.202,-0.00195,0.00863,-0.17
1.205,-0.00191,0.00858,-0.173
1.208,-0.00188,0.00857,-0.175
1.211,-0.00176,0.00853,-0.178
1.214,-0.00166,0.00849,-0.18
1.217,-0.00154,0.00843,-0.183
1.22,-0.00147,0.00834,-0.185
1.223,-0.00142,0.0082,-0.188
1.226,-0.00135,0.00813,-0.19
1.229,-0.0013,0.00805,-0.193
1.232,-0.00125,0.00795,-0.195
1.235,-0.00118,0.0078,-0.198
1.238,-0.00112,0.00763,-0.2
1.241,-0.00107,0.00745,-0.203
1.244,-0.00102,0.00733,-0.206
1.247,-0.000951,0.00715,-0.208
1.25,-0.00087,0.00695,-0.211
1.253,-0.000854,0.00681,-0.213
1.256,-0.000802,0.00664,-0.216
1.259,-0.000753,0.00645,-0.218
1.262,-0.000726,0.00624,-0.221
1.265,-0.000687,0.00604,-0.224
1.268,-0.000639,0.00586,-0.226
1.271,-0.000635,0.00576,-0.229
1.274,-0.000564,0.00556,-0.232
1.277,-0.000501,0.00536,-0.234
1.28,-0.000456,0.00512,-0.237
1.283,-0.000422,0.00493,-0.24
1.286,-0.000361,0.00471,-0.242
1.289,-0.000317,0.00455,-0.245
1.292,-0.000287,0.00434,-0.248
1.295,-0.00025,0.00407,-0.25
1.298,-0.000224,0.00384,-0.253
1.301,-0.000143,0.00366,-0.256
1.304,-0.000104,0.00347,-0.258
1.307,-4.7e-05,0.00325,-0.261
1.31,-9.17e-06,0.00303,-0.264
1.313,5.91e-05,0.00289,-0.267
1.316,0.000116,0.00266,-0.269
1.319,0.00016,0.00248,-0.272
1.322,0.000194,0.00228,-0.275
1.325,0.000297,0.0021,-0.278
1.328,0.000338,0.0019,-0.28
1.331,0.00037,0.00177,-0.283
1.334,0.000369,0.0016,-0.286
1.337,0.000403,0.00139,-0.289
1.34,0.000441,0.00112,-0.291
1.343,0.000489,0.000923,-0.294
1.346,0.000528,0.000731,-0.297
1.349,0.000559,0.000594,-0.3
1.352,0.00059,0.000482,-0.303
1.355,0.000628,0.000346,-0.305
1.358,0.00062,0.000204,-0.308
1.361,0.000666,4.86e-05,-0.311
1.364,0.000718,-0.000132,-0.314
1.367,0.000772,-0.00034,-0.317
1.37,0.000755,-0.000438,-0.32
1.373,0.000722,-0.00063,-0.322
1.376,0.000772,-0.000811,-0.325
1.379,0.000769,-0.000978,-0.328
1.382,0.000795,-0.00116,-0.331
1.385,0.000815,-0.0013,-0.334
1.388,0.000884,-0.00147,-0.337
1.391,0.000906,-0.00158,-0.339
1.394,0.000978,-0.0017,-0.342
1.397,0.00105,-0.00186,-0.345
1.4,0.00104,-0.00207,-0.348
1.403,0.00107,-0.00223,-0.351
1.406,0.00111,-0.00236,-0.354
1.409,0.00112,-0.00251,-0.357
1.412,0.00117,-0.00266,-0.36
1.415,0.00117,-0.00274,-0.362
1.418,0.00125,-0.00294,-0.365
1.421,0.00128,-0.00306,-0.368
1.424,0.00129,-0.00314,-0.371
1.427,0.00134,-0.00324,-0.374
1.43,0.00139,-0.0033,-0.377
1.433,0.00139,-0.00339,-0.38
1.436,0.00142,-0.00346,-0.382
1.439,0.00146,-0.00352,-0.385
1.442,0.00151,-0.00366,-0.388
1.445,0.00152,-0.00376,-0.391
1.448,0.00158,-0.0039,-0.394
1.451,0.00162,-0.00397,-0.397
1.454,0.00163,-0.00411,-0.4
1.457,0.00165,-0.00419,-0.402
1.46,0.00168,-0.00426,-0.405
1.463,0.00176,-0.00432,-0.408
1.466,0.00179,-0.00441,-0.411
1.469,0.0018,-0.00443,-0.414
1.472,0.00183,-0.00451,-0.417
1.475,0.00185,-0.00453,-0.42
1.478,0.00192,-0.00453,-0.422
1.481,0.00192,-0.00459,-0.425
1.484,0.00195,-0.00467,-0.428
1.487,0.00198,-0.00474,-0.431
1.49,0.00199,-0.00478,-0.434
1.493,0.00202,-0.0048,-0.436
1.496,0.002,-0.00486,-0.439
1.499,0.00202,-0.00495,-0.442
1.502,0.00204,-0.00499,-0.445
1.505,0.00207,-0.00499,-0.447
1.508,0.00216,-0.00502,-0.45
1.511,0.00215,-0.00509,-0.453
1.514,0.0022,-0.00507,-0.456
1.517,0.00219,-0.00505,-0.458
1.52,0.00218,-0.00506,-0.461
1.523,0.00217,-0.00504,-0.464
1.526,0.00214,-0.00508,-0.466
1.529,0.00212,-0.00505,-0.469
1.532,0.00206,-0.00502,-0.472
1.535,0.00203,-0.00499,-0.474
1.538,0.00201,-0.005,-0.477
1.541,0.00201,-0.00502,-0.48
1.544,0.00194,-0.00503,-0.482
1.547,0.0019,-0.00502,-0.485
1.55,0.00186,-0.00499,-0.488
1.553,0.00182,-0.00492,-0.49
1.556,0.00174,-0.00485,-0.493
1.559,0.00173,-0.00477,-0.495
1.562,0.00171,-0.00475,-0.498
1.565,0.00163,-0.00472,-0.501
1.568,0.0016,-0.00467,-0.503
1.571,0.00152,-0.00458,-0.506
1.574,0.0015,-0.00456,-0.508
1.577,0.00145,-0.0045,-0.511
1.58,0.00135,-0.00448,-0.513
1.583,0.00122,-0.00438,-0.516
1.586,0.00113,-0.00434,-0.518
1.589,0.00108,-0.0043,-0.521
1.592,0.000994,-0.00417,-0.523
1.595,0.000955,-0.00415,-0.526
1.598,0.000906,-0.00413,-0.528
1.601,0.000849,-0.00408,-0.531
1.604,0.000772,-0.00402,-0.533
1.607,0.000682,-0.00397,-0.535
1.61,0.000603,-0.00394,-0.538
1.613,0.000516,-0.0039,-0.54
1.616,0.000414,-0.00384,-0.543
1.619,0.000309,-0.00377,-0.545
1.622,0.000245,-0.00363,-0.547
1.625,0.000202,-0.0036,-0.55
1.628,8.72e-05,-0.00353,-0.552
1.631,1.78e-05,-0.00347,-0.555
1.634,-9.1e-05,-0.0034,-0.557
1.637,-0.000129,-0.00332,-0.559
1.64,-0.000194,-0.00331,-0.561
1.643,-0.000303,-0.0033,-0.564
1.646,-0.000396,-0.0032,-0.566
1.649,-0.000474,-0.00319,-0.568
1.652,-0.000564,-0.00313,-0.571
1.655,-0.000554,-0.00306,-0.573
1.658,-0.000568,-0.00294,-0.575
1.661,-0.000656,-0.0029,-0.577
1.664,-0.000715,-0.00286,-0.58
1.667,-0.000809,-0.00275,-0.582
1.67,-0.000859,-0.00265,-0.584
1.673,-0.000827,-0.00262,-0.586
1.676,-0.00086,-0.00257,-0.588
1.679,-0.000894,-0.0025,-0.591
1.682,-0.000956,-0.00243,-0.593
1.685,-0.00103,-0.00237,-0.595
1.688,-0.0011,-0.00236,-0.597
1.691,-0.00111,-0.00232,-0.599
1.694,-0.00114,-0.00222,-0.601
1.697,-0.00119,-0.00217,-0.603
1.7,-0.00121,-0.00207,-0.605
1.703,-0.00122,-0.00198,-0.608
1.706,-0.00131,-0.00193,-0.61
1.709,-0.00131,-0.0019,-0.612
1.712,-0.00136,-0.00181,-0.614
1.715,-0.0014,-0.0018,-0.616
1.718,-0.00146,-0.00174,-0.618
1.721,-0.00152,-0.00164,-0.62
1.724,-0.00149,-0.00158,-0.622
1.727,-0.00154,-0.00154,-0.624
1.73,-0.0016,-0.00151,-0.626
1.733,-0.00168,-0.00147,-0.628
1.736,-0.00173,-0.00139,-0.63
1.739,-0.00179,-0.0014,-0.632
1.742,-0.00189,-0.00138,-0.634
1.745,-0.00197,-0.00129,-0.636
1.748,-0.00206,-0.00124,-0.638
1.751,-0.00212,-0.0012,-0.64
1.754,-0.00216,-0.00116,-0.641
1.757,-0.00218,-0.00112,-0.643
1.76,-0.00226,-0.00111,-0.645
1.763,-0.00229,-0.00109,-0.647
1.766,-0.0024,-0.00107,-0.649
1.769,-0.00252,-0.00102,-0.651
1.772,-0.00262,-0.00102,-0.653
1.775,-0.00276,-0.0011,-0.655
1.778,-0.00288,-0.00109,-0.656
1.781,-0.00297,-0.00104,-0.658
1.784,-0.00309,-0.00103,-0.66
1.787,-0.00322,-0.00102,-0.662
1.79,-0.00336,-0.00108,-0.663
1.793,-0.0035,-0.00109,-0.665
1.796,-0.00366,-0.00111,-0.667
1.799,-0.00384,-0.00116,-0.668
1.802,-0.004,-0.00117,-0.67
1.805,-0.00417,-0.00117,-0.672
1.808,-0.00434,-0.00119,-0.673
1.811,-0.00453,-0.00129,-0.675
1.814,-0.00464,-0.00136,-0.677
1.817,-0.00486,-0.00146,-0.678
1.82,-0.00508,-0.00154,-0.68
1.823,-0.00526,-0.00162,-0.681
1.826,-0.00556,-0.00182,-0.683
1.829,-0.00574,-0.00202,-0.684
1.832,-0.00601,-0.00219,-0.686
1.835,-0.00625,-0.0024,-0.687
1.838,-0.00654,-0.00262,-0.689
1.841,-0.00683,-0.00284,-0.69
1.844,-0.00718,-0.00307,-0.692
1.847,-0.00742,-0.00334,-0.693
1.85,-0.00772,-0.00362,-0.695
1.853,-0.00802,-0.00388,-0.696
1.856,-0.00835,-0.00419,-0.697
1.859,-0.00868,-0.0045,-0.699
1.862,-0.00904,-0.00486,-0.7
1.865,-0.00938,-0.00528,-0.701
1.868,-0.00981,-0.00565,-0.702
1.871,-0.0101,-0.00602,-0.704
1.874,-0.0105,-0.00643,-0.705
1.877,-0.0109,-0.00688,-0.706
1.88,-0.0112,-0.00727,-0.707
1.883,-0.0117,-0.00769,-0.708
1.886,-0.0121,-0.00803,-0.709
1.889,-0.0125,-0.00852,-0.71
1.892,-0.013,-0.00897,-0.711
1.895,-0.0134,-0.00939,-0.712
1.898,-0.0139,-0.00991,-0.713
1.901,-0.0144,-0.0104,-0.714
1.904,-0.0149,-0.0108,-0.715
1.907,-0.0155,-0.0114,-0.716
1.91,-0.016,-0.0118,-0.717
1.913,-0.0166,-0.0124,-0.718
1.916,-0.0171,-0.0128,-0.719
1.919,-0.0177,-0.0134,-0.719
1.922,-0.0182,-0.0138,-0.72
1.925,-0.0188,-0.0144,-0.721
1.928,-0.0194,-0.0149,-0.722
1.931,-0.0201,-0.0155,-0.722
1.934,-0.0207,-0.0161,-0.723
1.937,-0.0215,-0.0167,-0.724
1.94,-0.0221,-0.0172,-0.724
1.943,-0.0227,-0.0179,-0.725
1.946,-0.0233,-0.0184,-0.725
1.949,-0.0239,-0.019,-0.726
1.952,-0.0242,-0.0193,-0.726
1.955,-0.0243,-0.0194,-0.727
1.958,-0.0246,-0.0196,-0.727
1.961,-0.0249,-0.02,-0.728
1.964,-0.0253,-0.0204,-0.728
1.967,-0.0257,-0.0208,-0.729
1.97,-0.0263,-0.0212,-0.729
1.973,-0.0268,-0.0217,-0.73
1.976,-0.0275,-0.0222,-0.73
1.979,-0.0281,-0.0229,-0.73
1.982,-0.0287,-0.0235,-0.731
1.985,-0.0293,-0.0241,-0.731
1.988,-0.03,-0.0247,-0.731
1.991,-0.0306,-0.0253,-0.731
1.994,-0.0313,-0.026,-0.732
1.997,-0.0321,-0.0267,-0.732
2,-0.0328,-0.0273,-0.732
2.003,-0.0336,-0.028,-0.732
2.006,-0.0343,-0.0287,-0.733
2.009,-0.035,-0.0294,-0.733
2.012,-0.0358,-0.0301,-0.733
2.015,-0.0366,-0.0308,-0.733
2.018,-0.0374,-0.0314,-0.733
2.021,-0.0381,-0.0321,-0.733
2.024,-0.0389,-0.0328,-0.733
2.027,-0.0397,-0.0336,-0.733
