Time, Roll, Pitch, Yaw
6.207,-0.0222,-0.31,-0.00145
6.21,-0.0223,-0.309,-0.00146
6.214,-0.0225,-0.309,-0.00155
6.219,-0.0225,-0.309,-0.00165
6.223,-0.0226,-0.309,-0.00166
6.228,-0.0226,-0.308,-0.00167
6.231,-0.0227,-0.309,-0.00168
6.235,-0.0228,-0.309,-0.00165
6.24,-0.0228,-0.309,-0.00165
6.243,-0.0228,-0.309,-0.00165
6.246,-0.0228,-0.308,-0.00169
6.249,-0.0228,-0.308,-0.00173
6.252,-0.0229,-0.309,-0.00182
6.256,-0.0228,-0.309,-0.00195
6.259,-0.0228,-0.31,-0.00197
6.264,-0.0228,-0.309,-0.00204
6.267,-0.0228,-0.309,-0.00212
6.271,-0.0228,-0.309,-0.0022
6.276,-0.0228,-0.309,-0.00223
6.279,-0.0228,-0.309,-0.00223
6.282,-0.0227,-0.309,-0.00227
6.285,-0.0227,-0.308,-0.00226
6.288,-0.0226,-0.309,-0.00229
6.291,-0.0226,-0.309,-0.00237
6.295,-0.0226,-0.31,-0.00238
6.3,-0.0225,-0.31,-0.00242
6.303,-0.0224,-0.309,-0.00246
6.306,-0.0223,-0.309,-0.00251
6.309,-0.0222,-0.309,-0.00254
6.312,-0.0222,-0.309,-0.00252
6.315,-0.0222,-0.31,-0.00252
6.319,-0.0221,-0.31,-0.00256
6.322,-0.0219,-0.31,-0.00263
6.325,-0.0218,-0.31,-0.00265
6.328,-0.0218,-0.31,-0.00271
6.333,-0.0217,-0.311,-0.00283
6.336,-0.0217,-0.311,-0.00287
6.339,-0.0215,-0.31,-0.00288
6.342,-0.0214,-0.311,-0.00286
6.345,-0.0214,-0.311,-0.00288
6.348,-0.0213,-0.311,-0.00286
6.351,-0.0211,-0.311,-0.00293
6.355,-0.0209,-0.311,-0.00294
6.36,-0.0206,-0.31,-0.00291
6.363,-0.0203,-0.309,-0.00293
6.367,-0.02,-0.309,-0.00301
6.372,-0.0198,-0.309,-0.00299
6.376,-0.0195,-0.308,-0.00295
6.379,-0.0193,-0.308,-0.00294
6.384,-0.019,-0.308,-0.0029
6.387,-0.0188,-0.309,-0.0029
6.391,-0.0185,-0.308,-0.0029
6.396,-0.0181,-0.308,-0.00285
6.4,-0.0178,-0.308,-0.00289
6.405,-0.0174,-0.307,-0.00289
6.408,-0.0172,-0.307,-0.00285
6.412,-0.017,-0.307,-0.00283
6.418,-0.0164,-0.307,-0.00294
6.423,-0.016,-0.307,-0.00288
6.427,-0.0157,-0.307,-0.00289
6.432,-0.0152,-0.306,-0.00294
6.435,-0.015,-0.306,-0.00295
6.439,-0.0147,-0.306,-0.00299
6.444,-0.0143,-0.306,-0.00301
6.447,-0.014,-0.306,-0.00301
6.45,-0.0138,-0.306,-0.00299
6.453,-0.0135,-0.306,-0.00297
6.456,-0.0132,-0.306,-0.00293
6.459,-0.013,-0.306,-0.00291
6.462,-0.0128,-0.307,-0.00284
6.465,-0.0126,-0.307,-0.00279
6.468,-0.0122,-0.307,-0.0028
6.471,-0.012,-0.308,-0.00277
6.474,-0.0118,-0.308,-0.00275
6.477,-0.0115,-0.308,-0.00268
6.48,-0.0113,-0.308,-0.00269
6.483,-0.011,-0.309,-0.00264
6.486,-0.0108,-0.309,-0.00262
6.489,-0.0106,-0.309,-0.00264
6.492,-0.0103,-0.309,-0.00257
6.495,-0.0102,-0.31,-0.00249
6.498,-0.00986,-0.31,-0.00243
6.501,-0.00965,-0.31,-0.00237
6.504,-0.00939,-0.31,-0.00241
6.507,-0.00916,-0.31,-0.00237
6.51,-0.00891,-0.311,-0.00238
6.513,-0.00872,-0.311,-0.00234
6.516,-0.00855,-0.311,-0.00232
6.519,-0.00828,-0.311,-0.00229
6.522,-0.00799,-0.311,-0.00228
6.525,-0.00777,-0.311,-0.00227
6.528,-0.00752,-0.311,-0.00227
6.531,-0.00729,-0.311,-0.00226
6.534,-0.00713,-0.311,-0.00226
6.538,-0.00687,-0.31,-0.00216
6.544,-0.00601,-0.307,-0.002
6.547,-0.00569,-0.306,-0.00192
6.55,-0.00517,-0.304,-0.0019
6.555,-0.0047,-0.304,-0.00188
6.558,-0.0045,-0.304,-0.00191
6.561,-0.00404,-0.302,-0.0019
6.564,-0.00366,-0.301,-0.00187
6.567,-0.00343,-0.301,-0.00185
6.571,-0.00311,-0.301,-0.00174
6.574,-0.00282,-0.301,-0.0017
6.58,-0.00198,-0.298,-0.00161
6.583,-0.00167,-0.298,-0.00154
6.586,-0.0013,-0.296,-0.00149
6.589,-0.00106,-0.296,-0.0015
6.592,-0.00076,-0.296,-0.0015
6.598,-0.000291,-0.296,-0.00139
6.603,0.000308,-0.295,-0.00133
6.607,0.000801,-0.294,-0.00118
6.61,0.00117,-0.292,-0.00111
6.613,0.00143,-0.292,-0.00102
6.619,0.00193,-0.292,-0.000966
6.622,0.00225,-0.292,-0.000919
6.625,0.00264,-0.291,-0.000882
6.628,0.00288,-0.29,-0.000844
6.631,0.00314,-0.29,-0.00077
6.634,0.00343,-0.29,-0.000729
6.637,0.00369,-0.29,-0.00065
6.64,0.00399,-0.29,-0.000617
6.646,0.00467,-0.29,-0.000579
6.651,0.00515,-0.289,-0.000479
6.655,0.00565,-0.288,-0.000444
6.658,0.00597,-0.286,-0.000378
6.661,0.00624,-0.286,-0.000368
6.667,0.00677,-0.285,-0.00035
6.67,0.00694,-0.285,-0.000257
6.676,0.00751,-0.283,-0.000165
6.682,0.00793,-0.281,-2.9e-05
6.687,0.00832,-0.28,0.000101
6.691,0.00853,-0.279,0.000157
6.694,0.00876,-0.278,0.000147
6.7,0.00905,-0.277,0.000272
6.703,0.00917,-0.277,0.000268
6.709,0.00942,-0.275,0.000292
6.712,0.00953,-0.275,0.000347
6.718,0.00988,-0.274,0.000349
6.723,0.0101,-0.273,0.000401
6.727,0.0103,-0.272,0.000465
6.73,0.0104,-0.271,0.000512
6.733,0.0104,-0.271,0.00054
6.739,0.0107,-0.271,0.00066
6.744,0.0109,-0.27,0.000739
6.747,0.011,-0.269,0.000736
6.751,0.0112,-0.268,0.000749
6.756,0.0113,-0.267,0.000824
6.759,0.0114,-0.267,0.000841
6.763,0.0115,-0.266,0.000942
6.768,0.0116,-0.266,0.00102
6.772,0.0117,-0.266,0.00105
6.775,0.0118,-0.265,0.00108
6.778,0.0119,-0.265,0.00108
6.784,0.012,-0.264,0.00119
6.789,0.012,-0.264,0.00123
6.793,0.0121,-0.263,0.00131
6.798,0.0122,-0.262,0.00131
6.801,0.0123,-0.261,0.00142
6.804,0.0123,-0.261,0.00145
6.807,0.0124,-0.26,0.00148
6.81,0.0125,-0.259,0.00153
6.813,0.0125,-0.258,0.00156
6.816,0.0126,-0.258,0.00162
6.82,0.0127,-0.257,0.00164
6.825,0.0127,-0.255,0.00169
6.828,0.0128,-0.253,0.00168
6.831,0.0128,-0.252,0.00165
6.834,0.0128,-0.25,0.0017
6.837,0.0128,-0.249,0.00172
6.841,0.0128,-0.247,0.00173
6.846,0.0129,-0.245,0.00174
6.849,0.0128,-0.243,0.00179
6.852,0.0128,-0.241,0.00179
6.855,0.0128,-0.239,0.00176
6.858,0.0128,-0.238,0.00175
6.861,0.0128,-0.236,0.00175
6.864,0.0128,-0.235,0.00178
6.867,0.0128,-0.233,0.00176
6.871,0.0127,-0.23,0.0018
6.874,0.0127,-0.229,0.0018
6.877,0.0126,-0.226,0.00181
6.882,0.0124,-0.223,0.00188
6.885,0.0123,-0.221,0.0019
6.888,0.0122,-0.219,0.00192
6.891,0.0121,-0.217,0.00194
6.894,0.012,-0.214,0.00195
6.897,0.0119,-0.212,0.00199
6.9,0.0118,-0.21,0.00195
6.903,0.0117,-0.208,0.00195
6.907,0.0116,-0.205,0.00193
6.913,0.0113,-0.2,0.00195
6.919,0.011,-0.195,0.00194
6.924,0.0108,-0.191,0.00196
6.927,0.0106,-0.189,0.00195
6.93,0.0105,-0.186,0.00196
6.933,0.0104,-0.184,0.00191
6.936,0.0103,-0.181,0.0019
6.939,0.0101,-0.178,0.00195
6.942,0.00996,-0.176,0.0019
6.949,0.0095,-0.17,0.00198
6.954,0.00916,-0.165,0.00196
6.958,0.00896,-0.161,0.00197
6.963,0.00868,-0.156,0.00193
6.966,0.00849,-0.153,0.00194
6.969,0.00829,-0.15,0.00196
6.972,0.00809,-0.147,0.00198
6.975,0.00789,-0.144,0.002
6.979,0.00767,-0.14,0.00194
6.984,0.00728,-0.135,0.0019
6.987,0.00709,-0.132,0.00191
6.99,0.00685,-0.129,0.00193
6.994,0.00653,-0.124,0.00193
6.999,0.00625,-0.119,0.00193
7.002,0.00607,-0.115,0.00192
7.005,0.00587,-0.112,0.00195
7.008,0.00558,-0.109,0.002
7.011,0.00539,-0.105,0.00201
7.014,0.0052,-0.102,0.002
7.018,0.00492,-0.0974,0.00199
7.023,0.00454,-0.0916,0.00197
7.027,0.00427,-0.087,0.00193
7.033,0.00368,-0.0799,0.00193
7.039,0.0032,-0.0728,0.00198
7.044,0.00285,-0.0668,0.00189
7.047,0.00262,-0.0631,0.00191
7.051,0.00231,-0.0582,0.00189
7.054,0.00205,-0.0544,0.00191
7.057,0.0018,-0.0507,0.00194
7.062,0.00143,-0.0443,0.00192
7.065,0.00118,-0.0405,0.00187
7.068,0.000907,-0.0366,0.00188
7.071,0.000695,-0.0327,0.00187
7.075,0.000376,-0.0275,0.00183
7.08,-3.06e-05,-0.0209,0.00177
7.083,-0.000283,-0.0169,0.00175
7.087,-0.000608,-0.0115,0.0017
7.092,-0.000977,-0.00474,0.00169
7.096,-0.00137,0.000718,0.00163
7.101,-0.00182,0.00757,0.00159
7.104,-0.00207,0.0118,0.00159
7.107,-0.00234,0.0159,0.00152
7.111,-0.00271,0.0216,0.00144
7.116,-0.00312,0.0286,0.00144
7.119,-0.00339,0.0329,0.00144
7.122,-0.00368,0.0373,0.00142
7.125,-0.00395,0.0416,0.00141
7.128,-0.00425,0.046,0.00139
7.131,-0.00451,0.0504,0.00128
7.135,-0.00491,0.0562,0.00129
7.14,-0.00535,0.0635,0.00126
7.143,-0.00558,0.0679,0.00122
7.147,-0.00588,0.0736,0.00117
7.152,-0.00623,0.081,0.00124
7.155,-0.00654,0.0854,0.00117
7.159,-0.00692,0.0912,0.00107
7.164,-0.00736,0.0986,0.000992
7.167,-0.00761,0.103,0.000942
7.17,-0.00788,0.107,0.000908
7.174,-0.00819,0.113,0.000804
7.177,-0.0084,0.118,0.000695
7.182,-0.00885,0.125,0.000637
7.185,-0.00907,0.13,0.000594
7.188,-0.00933,0.134,0.000562
7.191,-0.00955,0.139,0.000533
7.194,-0.00982,0.143,0.000481
7.197,-0.0101,0.148,0.000418
7.2,-0.0103,0.153,0.000362
7.203,-0.0105,0.157,0.000319
7.207,-0.0109,0.163,0.000251
7.213,-0.0115,0.172,0.000125
7.219,-0.0119,0.181,0.000108
7.224,-0.0123,0.188,5.26e-06
7.228,-0.0125,0.194,-2.19e-05
7.231,-0.0128,0.198,-1.83e-05
7.236,-0.0131,0.205,-7.84e-05
7.239,-0.0133,0.21,-0.000146
7.242,-0.0136,0.214,-0.000167
7.245,-0.0138,0.219,-0.000208
7.248,-0.014,0.223,-0.000288
7.251,-0.0143,0.227,-0.000357
7.255,-0.0145,0.233,-0.000359
7.26,-0.0148,0.24,-0.000427
7.263,-0.015,0.245,-0.00046
7.267,-0.0153,0.251,-0.000523
7.272,-0.0157,0.258,-0.000613
7.275,-0.0159,0.262,-0.000614
7.278,-0.0161,0.266,-0.000651
7.281,-0.0163,0.271,-0.000712
7.284,-0.0164,0.275,-0.000781
7.287,-0.0166,0.279,-0.000821
7.291,-0.0168,0.285,-0.00088
7.296,-0.0171,0.292,-0.00104
7.3,-0.0174,0.298,-0.00112
7.305,-0.0176,0.304,-0.00116
7.309,-0.0179,0.31,-0.0012
7.315,-0.0182,0.317,-0.00132
7.32,-0.0184,0.323,-0.00137
7.323,-0.0185,0.327,-0.00141
7.326,-0.0186,0.331,-0.00146
7.33,-0.0188,0.335,-0.00157
7.335,-0.0189,0.342,-0.00168
7.339,-0.019,0.346,-0.00172
7.344,-0.0192,0.352,-0.00189
7.347,-0.0193,0.356,-0.00189
7.351,-0.0194,0.361,-0.00197
7.356,-0.0194,0.366,-0.00202
7.36,-0.0195,0.371,-0.00205
7.363,-0.0195,0.374,-0.00206
7.368,-0.0196,0.38,-0.0021
7.371,-0.0196,0.383,-0.00215
7.374,-0.0196,0.387,-0.00216
7.377,-0.0196,0.39,-0.00219
7.38,-0.0196,0.393,-0.00223
7.383,-0.0196,0.397,-0.00228
7.387,-0.0195,0.401,-0.00229
7.392,-0.0197,0.407,-0.00231
7.395,-0.0196,0.41,-0.00231
7.398,-0.0196,0.412,-0.00234
7.401,-0.0196,0.415,-0.00241
7.404,-0.0196,0.419,-0.00245
7.407,-0.0196,0.422,-0.00248
7.41,-0.0196,0.425,-0.00255
7.413,-0.0196,0.428,-0.00261
7.417,-0.0196,0.432,-0.00269
7.42,-0.0195,0.435,-0.00274
7.423,-0.0194,0.437,-0.0028
7.426,-0.0193,0.439,-0.00282
7.431,-0.0193,0.444,-0.00285
7.435,-0.0192,0.447,-0.00294
7.438,-0.0191,0.449,-0.00297
7.443,-0.0188,0.452,-0.00302
7.447,-0.0187,0.455,-0.00306
7.452,-0.0185,0.458,-0.00308
7.455,-0.0183,0.46,-0.00303
7.459,-0.0181,0.461,-0.00297
7.464,-0.0179,0.464,-0.00299
7.467,-0.0177,0.465,-0.00293
7.47,-0.0174,0.466,-0.00289
7.473,-0.0173,0.467,-0.00291
7.477,-0.017,0.47,-0.00294
7.483,-0.0167,0.472,-0.00296
7.485,-0.0166,0.472,-0.00294
7.488,-0.0163,0.473,-0.00291
7.491,-0.0161,0.474,-0.00285
7.495,-0.0158,0.476,-0.00278
7.5,-0.0154,0.477,-0.00279
7.503,-0.0152,0.478,-0.00275
7.506,-0.0149,0.479,-0.00274
7.51,-0.0145,0.48,-0.0027
7.515,-0.014,0.481,-0.00265
7.518,-0.0137,0.482,-0.00256
7.522,-0.0134,0.482,-0.00256
7.527,-0.0129,0.483,-0.0025
7.531,-0.0124,0.484,-0.00239
7.537,-0.0118,0.484,-0.00235
7.543,-0.0111,0.484,-0.00236
7.546,-0.0108,0.484,-0.00235
7.551,-0.0103,0.482,-0.00229
7.555,-0.0098,0.482,-0.00221
7.56,-0.00926,0.481,-0.00213
7.563,-0.00885,0.481,-0.00208
7.567,-0.00839,0.48,-0.00196
7.572,-0.00766,0.48,-0.00201
7.575,-0.00716,0.48,-0.00199
7.578,-0.00674,0.479,-0.00193
7.581,-0.00638,0.479,-0.00193
7.584,-0.00587,0.479,-0.00193
7.587,-0.00528,0.478,-0.00186
7.591,-0.00435,0.478,-0.00175
7.596,-0.00313,0.479,-0.00161
7.599,-0.00213,0.479,-0.00155
7.603,-0.00204,0.476,-0.00157
7.608,-0.00051,0.475,-0.00147
7.611,0.000823,0.475,-0.0014
7.614,0.000993,0.473,-0.00139
7.617,0.00118,0.471,-0.00132
7.621,0.00351,0.471,-0.00118
7.626,0.00874,0.471,-0.00113
7.629,0.0157,0.472,-0.0011
7.632,0.0127,0.469,-0.00107
7.636,0.0133,0.466,-0.00107
7.641,0.0335,0.467,-0.000927
7.645,0.0478,0.468,-0.000948
7.65,0.035,0.461,-0.000885
7.654,0.0486,0.463,-0.000847
7.659,0.038,0.455,-0.000729
7.662,0.0488,0.457,-0.000683
7.666,0.047,0.453,-0.000644
7.671,0.0548,0.454,-0.000633
7.675,0.0604,0.456,-0.000585
7.68,0.064,0.457,-0.00055
7.683,0.0654,0.456,-0.000529
7.686,0.0664,0.455,-0.00048
7.689,0.0671,0.453,-0.000472
7.693,0.068,0.45,-0.000382
7.699,0.0686,0.444,-0.00039
7.702,0.0688,0.441,-0.000386
7.705,-0.0567,0.438,-0.000382
7.708,-0.0566,0.435,-0.00032
7.711,-0.0567,0.431,-0.000281
7.714,-0.057,0.428,-0.000265
7.717,-0.0569,0.424,-0.000273
7.72,-0.0568,0.421,-0.000255
7.723,-0.0569,0.417,-0.000245
7.726,-0.0569,0.413,-0.0002
7.729,-0.0571,0.409,-0.000211
7.732,-0.0573,0.405,-0.000142
7.738,-0.0578,0.397,-8.21e-05
7.741,-0.058,0.393,-6.41e-05
7.747,-0.0585,0.384,-2.56e-05
7.752,-0.0591,0.377,-7.87e-05
7.756,-0.0594,0.372,-3.62e-05
7.761,-0.0599,0.364,-4.72e-05
7.764,-0.0602,0.36,-4.02e-05
7.767,-0.0604,0.356,-4.43e-05
7.77,-0.0606,0.351,-3.08e-08
7.774,-0.0609,0.345,4.65e-05
7.779,-0.0613,0.338,4.08e-05
7.782,-0.0615,0.333,9.19e-05
7.785,-0.0617,0.329,0.000172
7.788,-0.0618,0.324,0.000243
7.792,-0.062,0.318,0.000316
7.797,-0.0622,0.31,0.000343
7.8,-0.0622,0.306,0.000359
7.804,-0.0622,0.3,0.000379
7.807,0.0635,0.295,0.000423
7.81,0.0635,0.29,0.000429
7.813,0.0636,0.286,0.00044
7.819,-0.0618,0.277,0.000556
7.822,0.0638,0.272,0.000574
7.825,0.0639,0.268,0.000626
7.83,0.064,0.26,0.000653
7.834,0.064,0.254,0.00069
7.84,0.0643,0.245,0.000635
7.843,0.0644,0.24,0.000627
7.846,0.0647,0.236,0.000593
7.851,0.0652,0.228,0.000589
7.855,0.0655,0.223,0.000564
7.86,0.0661,0.215,0.000533
7.863,0.0666,0.21,0.000525
7.867,0.0671,0.204,0.000469
7.873,0.068,0.195,0.000429
7.879,0.0689,0.185,0.000363
7.884,0.0697,0.178,0.000355
7.887,0.0701,0.173,0.000349
7.891,0.0707,0.167,0.000311
7.897,0.0713,0.158,0.000157
7.9,0.0716,0.153,0.000134
7.903,0.0718,0.149,6.62e-05
7.908,0.0724,0.142,-2.77e-05
7.911,0.0727,0.137,-3.99e-05
7.915,0.0731,0.00607,-8.48e-05
7.921,0.0735,-0.00238,-0.000109
7.924,0.0736,-0.00652,-0.000123
7.927,0.0737,-0.0106,-0.000194
7.932,0.0739,-0.0173,-0.000142
7.935,0.074,-0.0212,-0.000219
7.939,0.074,-0.0264,-0.000225
7.944,0.0739,-0.0328,-0.000321
7.947,0.0738,-0.0366,-0.000337
7.95,0.0736,-0.0403,-0.000348
7.953,0.0734,-0.0439,-0.000358
7.956,0.0732,-0.0475,-0.000363
7.96,0.0729,-0.0521,-0.000424
7.963,0.0727,-0.0556,-0.000448
7.968,0.0721,-0.0612,-0.000456
7.972,0.0716,-0.0656,-0.0005
7.978,0.0707,-0.0719,-0.000472
7.983,0.0699,-0.0769,-0.000554
7.987,0.0692,-0.0808,-0.000568
7.992,0.0682,-0.0851,-0.000463
7.995,0.0677,-0.088,-0.000463
7.999,0.0668,-0.0909,-0.000461
8.004,0.0657,-0.0952,-0.000479
8.008,0.0649,-0.0988,-0.000397
8.011,0.0641,-0.0989,-0.000379
8.014,0.0634,-0.087,-0.000374
8.017,-0.0608,-0.0824,-0.000402
8.023,-0.0585,-0.0881,-0.000445
8.026,-0.0634,-0.1,-0.000431
8.031,-0.00472,-0.0747,-0.000387
8.035,-0.00611,-0.079,-0.000303
8.038,-0.00636,-0.0783,-0.000325
8.044,-0.00783,-0.0808,-0.000202
8.047,-0.00886,-0.0848,-0.000176
8.052,-0.0103,-0.0886,-5.63e-05
8.056,-0.0116,-0.0932,-1.07e-05
8.061,-0.0131,-0.0975,-1.37e-05
8.064,-0.0141,-0.101,3.63e-05
8.067,-0.015,-0.104,8.41e-05
8.071,-0.0163,-0.107,0.000174
8.076,-0.0179,-0.112,0.000308
8.079,-0.0189,-0.115,0.000457
8.083,-0.0202,-0.119,0.000602
8.088,-0.0219,-0.125,0.000709
8.091,-0.0229,-0.128,0.00084
8.095,-0.0242,-0.132,0.000987
8.1,-0.0259,-0.137,0.00119
8.103,-0.027,-0.14,0.00126
8.106,-0.028,-0.144,0.00138
8.109,-0.029,-0.147,0.00151
8.112,-0.03,-0.15,0.00165
8.115,-0.0311,-0.153,0.0018
8.118,-0.0321,-0.157,0.00194
8.121,-0.0332,-0.16,0.00211
8.124,-0.0343,-0.163,0.00227
8.127,-0.0353,-0.166,0.00239
8.131,-0.0368,-0.171,0.0026
8.136,-0.0385,-0.176,0.0028
8.139,-0.0396,-0.179,0.00293
8.144,-0.0414,-0.185,0.00314
8.147,-0.0424,-0.188,0.00328
8.15,-0.0435,-0.192,0.00348
8.153,-0.0446,-0.195,0.00373
8.156,-0.0457,-0.198,0.0039
8.159,-0.0468,-0.202,0.00401
8.162,-0.048,-0.205,0.00417
8.165,-0.0492,-0.209,0.00435
8.168,-0.0505,-0.213,0.00456
8.171,-0.0517,-0.217,0.00471
8.174,-0.053,-0.221,0.0049
8.177,-0.0544,-0.225,0.00508
8.18,-0.0559,-0.229,0.00533
8.183,-0.0574,-0.233,0.00553
8.186,-0.059,-0.238,0.00575
8.189,-0.0607,-0.242,0.00587
8.192,-0.0626,-0.247,0.00605
8.195,-0.0649,-0.252,0.00626
8.198,-0.0675,-0.256,0.00644
8.201,-0.0706,-0.261,0.00661
8.204,-0.0742,-0.265,0.00676
8.207,-0.0785,-0.269,0.0069
8.21,-0.0836,-0.273,0.00709
8.213,-0.0888,-0.277,0.00721
8.216,-0.0937,-0.281,0.00735
8.219,-0.098,-0.284,0.00751
8.222,-0.101,-0.287,0.00771
8.226,-0.105,-0.291,0.00797
8.229,-0.107,-0.294,0.00811
8.234,-0.108,-0.297,0.00826
8.237,-0.109,-0.3,0.00843
8.24,-0.11,-0.302,0.00855
8.243,-0.11,-0.303,0.00868
8.247,-0.11,-0.305,0.00882
8.251,-0.109,-0.307,0.00899
8.254,-0.108,-0.309,0.00906
8.259,-0.106,-0.31,0.00919
8.262,-0.105,-0.311,0.00926
8.265,-0.104,-0.312,0.00931
8.268,-0.102,-0.313,0.00938
8.271,-0.1,-0.313,0.00943
8.274,-0.0982,-0.314,0.00942
8.277,-0.0962,-0.314,0.0095
8.28,-0.094,-0.315,0.00953
8.284,-0.0909,-0.315,0.00956
8.287,-0.0885,-0.315,0.0096
8.292,-0.0847,-0.315,0.00963
8.295,-0.0826,-0.315,0.00965
8.299,-0.0797,-0.315,0.00961
8.302,-0.0776,-0.314,0.00961
8.307,-0.0744,-0.314,0.00952
8.311,-0.0719,-0.313,0.0094
8.317,-0.0683,-0.312,0.00921
8.323,-0.0651,-0.311,0.00901
8.328,-0.0624,-0.31,0.00886
8.332,-0.0604,-0.309,0.00871
8.335,-0.0589,-0.308,0.00863
8.338,-0.0575,-0.307,0.00856
8.343,-0.055,-0.305,0.00835
8.347,-0.0531,-0.304,0.00827
8.35,-0.0517,-0.303,0.00817
8.355,-0.0494,-0.301,0.00807
8.358,-0.0479,-0.3,0.00796
8.361,-0.0465,-0.299,0.00789
8.364,-0.0452,-0.298,0.00779
8.368,-0.0432,-0.296,0.00759
8.371,-0.0418,-0.295,0.00746
8.376,-0.0395,-0.293,0.00721
8.379,-0.0382,-0.291,0.00709
8.382,-0.0369,-0.29,0.00698
8.385,-0.0355,-0.288,0.00686
8.388,-0.0341,-0.287,0.00668
8.392,-0.0323,-0.285,0.00654
8.397,-0.0301,-0.282,0.00633
8.4,-0.0287,-0.281,0.00622
8.404,-0.0269,-0.278,0.00611
8.407,-0.0256,-0.277,0.00599
8.41,-0.0242,-0.275,0.00583
8.416,-0.0218,-0.272,0.0057
8.419,-0.0205,-0.27,0.00558
8.425,-0.018,-0.266,0.00528
8.431,-0.0156,-0.262,0.00509
8.434,-0.0145,-0.261,0.00501
8.439,-0.0126,-0.257,0.00487
8.442,-0.0114,-0.256,0.00476
8.445,-0.0103,-0.254,0.00464
8.449,-0.00879,-0.251,0.00447
8.455,-0.00665,-0.247,0.00427
8.458,-0.00538,-0.243,0.00416
8.463,-0.00372,-0.24,0.00403
8.467,-0.00236,-0.238,0.00385
8.472,-0.000773,-0.234,0.00372
8.476,0.000361,-0.232,0.00367
8.479,0.00124,-0.23,0.00358
8.484,0.00265,-0.227,0.0034
8.487,0.00347,-0.225,0.00331
8.49,0.00426,-0.223,0.00323
8.493,0.00507,-0.221,0.00309
8.496,0.00581,-0.219,0.00301
8.5,0.00681,-0.216,0.00285
8.506,0.00825,-0.213,0.00272
8.511,0.00937,-0.209,0.0026
8.515,0.0103,-0.207,0.00251
8.518,0.0109,-0.205,0.0024
8.523,0.0118,-0.201,0.00231
8.527,0.0125,-0.199,0.00227
8.53,0.013,-0.197,0.00221
8.535,0.0138,-0.193,0.00207
8.539,0.0146,-0.191,0.00203
8.544,0.0153,-0.187,0.00196
8.548,0.0159,-0.185,0.00196
8.554,0.0168,-0.181,0.00184
8.557,0.0172,-0.179,0.00182
8.56,0.0175,-0.177,0.00183
8.565,0.0182,-0.173,0.00181
8.568,0.0185,-0.171,0.00176
8.571,0.0188,-0.169,0.00172
8.575,0.0192,-0.167,0.00165
8.58,0.0196,-0.164,0.00158
8.583,0.0199,-0.162,0.00159
8.586,0.0201,-0.16,0.00158
8.589,0.0203,-0.158,0.00158
8.592,0.0206,-0.156,0.00156
8.596,0.0208,-0.153,0.00149
8.599,0.0209,-0.151,0.00148
8.604,0.0212,-0.148,0.00142
8.608,0.0213,-0.146,0.00142
8.614,0.0215,-0.142,0.00152
8.617,0.0216,-0.14,0.00146
8.623,0.0217,-0.136,0.00151
8.626,0.0217,-0.134,0.0015
8.632,0.0217,-0.131,0.00158
8.638,0.0217,-0.127,0.00153
8.641,0.0216,-0.126,0.00155
8.646,0.0215,-0.123,0.00156
8.649,0.0214,-0.121,0.0016
8.652,0.0214,-0.119,0.00156
8.655,0.0213,-0.117,0.00152
8.658,0.0212,-0.115,0.00153
8.661,0.021,-0.114,0.00147
8.664,0.021,-0.112,0.00141
8.667,0.0209,-0.11,0.0014
8.671,0.0207,-0.108,0.0014
8.674,0.0205,-0.107,0.00144
8.679,0.0202,-0.104,0.00148
8.682,0.0201,-0.102,0.00144
8.685,0.0198,-0.101,0.00138
8.688,0.0196,-0.0993,0.00138
8.692,0.0193,-0.0972,0.00135
8.697,0.0189,-0.0945,0.00138
8.7,0.0187,-0.093,0.00141
8.703,0.0184,-0.0915,0.00143
8.706,0.0181,-0.09,0.00144
8.71,0.0179,-0.088,0.00149
8.715,0.0176,-0.0855,0.00151
8.719,0.0172,-0.0837,0.00151
8.722,0.017,-0.0823,0.00151
8.725,0.0167,-0.0809,0.00154
8.73,0.0163,-0.0786,0.0016
8.734,0.0159,-0.0767,0.00168
8.737,0.0156,-0.0755,0.00169
8.743,0.015,-0.073,0.00176
8.749,0.0144,-0.0704,0.00172
8.754,0.014,-0.0684,0.00161
8.757,0.0137,-0.0672,0.00161
8.76,0.0131,-0.065,0.00161
8.763,0.0127,-0.0631,0.00156
8.767,0.0122,-0.0616,0.0016
8.773,0.0116,-0.0594,0.00163
8.776,0.0113,-0.0583,0.00165
8.781,0.0108,-0.0565,0.00174
8.784,0.0105,-0.0553,0.00171
8.787,0.0102,-0.0543,0.00172
8.79,0.00988,-0.0532,0.00171
8.794,0.00951,-0.0519,0.0017
8.799,0.00913,-0.0501,0.00169
8.802,0.00877,-0.049,0.00165
8.805,0.00846,-0.048,0.00163
8.808,0.00818,-0.0469,0.00158
8.812,0.00773,-0.0456,0.00156
8.815,0.00741,-0.0446,0.00154
8.818,0.00714,-0.0436,0.00156
8.824,0.00655,-0.0417,0.00158
8.827,0.00631,-0.0408,0.00161
8.833,0.00546,-0.0377,0.00167
8.836,0.00522,-0.0369,0.00168
8.841,0.00476,-0.0353,0.00168
8.844,0.00451,-0.0344,0.00168
8.848,0.0041,-0.0332,0.00162
8.851,0.00383,-0.0324,0.00165
8.857,0.00322,-0.0306,0.00168
8.863,0.00259,-0.0287,0.00158
