Time, Roll, Pitch, Yaw
13.008,0.00629,-0.0953,0.00138
13.011,0.00629,-0.0943,0.0014
13.014,0.00632,-0.0934,0.00141
13.017,0.00635,-0.0925,0.00137
13.02,0.00631,-0.0915,0.00137
13.023,0.00626,-0.0907,0.00138
13.026,0.00621,-0.0897,0.0014
13.029,0.00618,-0.0888,0.00148
13.032,0.00614,-0.0879,0.00156
13.035,0.00608,-0.087,0.0016
13.038,0.00605,-0.0861,0.00161
13.041,0.00604,-0.0851,0.00157
13.044,0.00599,-0.0842,0.00159
13.047,0.00597,-0.0833,0.00156
13.05,0.00597,-0.0823,0.00155
13.053,0.00594,-0.0814,0.00154
13.056,0.00595,-0.0805,0.00157
13.059,0.00595,-0.0796,0.00158
13.062,0.00597,-0.0787,0.00163
13.065,0.00594,-0.0778,0.00169
13.068,0.00595,-0.0769,0.00171
13.071,0.0059,-0.076,0.00171
13.074,0.00592,-0.0751,0.00173
13.077,0.00588,-0.0742,0.00175
13.08,0.00587,-0.0733,0.0018
13.083,0.00586,-0.0724,0.00178
13.086,0.00578,-0.0715,0.00178
13.089,0.00575,-0.0706,0.00178
13.092,0.00569,-0.0697,0.00177
13.095,0.00561,-0.0688,0.00178
13.098,0.0056,-0.0679,0.00181
13.101,0.00558,-0.0669,0.00182
13.104,0.00561,-0.066,0.00181
13.107,0.00558,-0.0651,0.00182
13.11,0.00557,-0.0642,0.00179
13.113,0.00558,-0.0632,0.00185
13.116,0.00558,-0.0624,0.00185
13.119,0.00558,-0.0615,0.00179
13.122,0.00557,-0.0606,0.00183
13.125,0.00556,-0.0598,0.00184
13.128,0.00554,-0.0588,0.0019
13.131,0.00555,-0.0579,0.00187
13.134,0.00553,-0.0571,0.0019
13.137,0.00553,-0.0563,0.00185
13.14,0.00543,-0.0554,0.00187
13.143,0.00542,-0.0545,0.00187
13.146,0.00544,-0.0537,0.00181
13.149,0.00545,-0.0529,0.00184
13.152,0.0054,-0.0521,0.00186
13.155,0.00534,-0.0513,0.0019
13.158,0.0054,-0.0505,0.00188
13.161,0.00544,-0.0497,0.00185
13.164,0.00532,-0.0488,0.00188
13.167,0.00534,-0.048,0.00182
13.17,0.00532,-0.0472,0.00179
13.173,0.00526,-0.0464,0.00183
13.176,0.00525,-0.0456,0.00185
13.179,0.00522,-0.0448,0.00186
13.182,0.0052,-0.044,0.00189
13.185,0.00512,-0.0433,0.00192
13.188,0.0051,-0.0425,0.00192
13.191,0.0051,-0.0418,0.00192
13.194,0.00509,-0.041,0.00194
13.197,0.00503,-0.0402,0.00195
13.2,0.00502,-0.0395,0.00201
13.203,0.00501,-0.0388,0.00203
13.206,0.00502,-0.0381,0.00203
13.209,0.00499,-0.0374,0.002
13.212,0.00492,-0.0367,0.00205
13.215,0.00489,-0.036,0.002
13.218,0.00483,-0.0353,0.002
13.221,0.00485,-0.0346,0.00202
13.224,0.00482,-0.0339,0.00202
13.227,0.00481,-0.0333,0.00201
13.23,0.0048,-0.0326,0.00198
13.233,0.0048,-0.032,0.00196
13.236,0.00476,-0.0313,0.00197
13.239,0.00467,-0.0306,0.00193
13.242,0.00471,-0.0299,0.00194
13.245,0.00464,-0.0291,0.00197
13.248,0.00457,-0.0284,0.00198
13.251,0.00451,-0.0277,0.00197
13.254,0.00445,-0.0271,0.00198
13.257,0.00439,-0.0265,0.00193
13.26,0.00436,-0.0258,0.00193
13.263,0.00438,-0.0252,0.00197
13.266,0.00431,-0.0245,0.00194
13.269,0.00429,-0.024,0.00197
13.272,0.00425,-0.0233,0.00196
13.275,0.00424,-0.0228,0.00195
13.278,0.00422,-0.0221,0.00193
13.281,0.00418,-0.0215,0.00193
13.284,0.00414,-0.0209,0.00192
13.287,0.00413,-0.0202,0.00188
13.29,0.00404,-0.0196,0.00191
13.293,0.00396,-0.019,0.00194
13.296,0.00394,-0.0184,0.00201
13.299,0.00395,-0.0179,0.00203
13.302,0.00391,-0.0173,0.00207
13.305,0.00392,-0.0168,0.00204
13.308,0.00381,-0.0162,0.00208
13.311,0.00381,-0.0157,0.00213
13.314,0.00375,-0.0152,0.00211
13.317,0.00371,-0.0146,0.00216
13.32,0.0037,-0.0141,0.00214
13.323,0.00368,-0.0136,0.00215
13.326,0.00363,-0.0131,0.00215
13.329,0.00357,-0.0126,0.00217
13.332,0.00354,-0.0121,0.00212
13.335,0.00353,-0.0115,0.00216
13.338,0.00351,-0.011,0.00212
13.341,0.0035,-0.0105,0.00208
13.344,0.0035,-0.01,0.00204
13.348,0.00341,-0.00931,0.00207
13.351,0.00337,-0.00881,0.0021
13.354,0.00333,-0.00829,0.00214
13.357,0.00331,-0.00776,0.00213
13.363,0.00323,-0.00677,0.00209
13.368,0.00322,-0.00597,0.00212
13.372,0.0032,-0.00522,0.00218
13.375,0.00318,-0.00468,0.00226
13.38,0.00308,-0.00378,0.00226
13.383,0.00313,-0.00328,0.00231
13.386,0.00308,-0.00269,0.00228
13.389,0.00307,-0.00211,0.00225
13.393,0.003,-0.00126,0.0023
13.399,0.00291,6.02e-05,0.00243
13.404,0.00282,0.00143,0.00246
13.407,0.00279,0.00221,0.00245
13.411,0.00275,0.00341,0.00245
13.414,0.00272,0.00431,0.00252
13.419,0.00264,0.00599,0.00257
13.423,0.00254,0.00759,0.00256
13.429,0.00241,0.0101,0.00259
13.435,0.00237,0.0129,0.00263
13.438,0.00241,0.0143,0.00263
13.441,0.00238,0.0158,0.00262
13.446,0.00237,0.0183,0.00256
13.449,0.00232,0.02,0.00261
13.452,0.00228,0.0216,0.00262
13.455,0.00228,0.0233,0.00265
13.459,0.0023,0.0258,0.0027
13.464,0.00216,0.029,0.0027
13.467,0.00213,0.031,0.00271
13.471,0.00209,0.0336,0.00267
13.474,0.00204,0.0357,0.00267
13.479,0.00205,0.0394,0.00262
13.483,0.00207,0.0425,0.00265
13.488,0.002,0.0464,0.00273
13.491,0.00196,0.0488,0.00266
13.495,0.00197,0.0521,0.00271
13.5,0.00199,0.0563,0.00274
13.503,0.00196,0.059,0.00278
13.507,0.00194,0.0626,0.00278
13.51,0.00192,0.0654,0.00276
13.516,0.00197,0.0712,0.0028
13.519,0.00193,0.0743,0.0028
13.524,0.0019,0.0793,0.00269
13.527,0.00189,0.0825,0.00268
13.53,0.00187,0.0857,0.00266
13.533,0.00185,0.089,0.00264
13.536,0.00185,0.0924,0.00266
13.539,0.00184,0.0959,0.00265
13.543,0.00188,0.1,0.0027
13.548,0.00201,0.106,0.00269
13.551,0.00204,0.11,0.00276
13.554,0.00203,0.114,0.00278
13.558,0.002,0.119,0.00273
13.563,0.00204,0.125,0.00279
13.566,0.00209,0.129,0.00278
13.57,0.00215,0.134,0.00275
13.575,0.00221,0.141,0.00272
13.578,0.0022,0.145,0.00272
13.581,0.00216,0.149,0.00269
13.585,0.00218,0.155,0.0026
13.591,0.00222,0.163,0.00254
13.594,0.00219,0.168,0.00252
13.6,0.00228,0.176,0.00246
13.605,0.00231,0.184,0.0024
13.608,0.00234,0.188,0.0024
13.612,0.00232,0.194,0.00244
13.615,0.00232,0.199,0.00243
13.62,0.00237,0.207,0.00242
13.623,0.0024,0.212,0.00241
13.627,0.00242,0.218,0.00245
13.633,0.00245,0.229,0.00243
13.639,0.00249,0.239,0.00239
13.642,0.00259,0.244,0.00242
13.647,0.00267,0.253,0.00245
13.65,0.00274,0.258,0.00245
13.653,0.00278,0.263,0.00249
13.656,0.00282,0.269,0.00248
13.66,0.00287,0.277,0.00243
13.665,0.00294,0.286,0.00241
13.668,0.00298,0.292,0.00239
13.672,0.00309,0.3,0.00244
13.675,0.00315,0.306,0.0024
13.678,0.0032,0.312,0.00244
13.683,0.00328,0.322,0.00244
13.686,0.0033,0.328,0.00242
13.69,0.00338,0.336,0.00243
13.693,0.00339,0.342,0.00245
13.696,0.0034,0.349,0.00246
13.701,0.00349,0.359,0.00255
13.704,0.00354,0.366,0.00255
13.707,0.00361,0.372,0.00253
13.71,0.00367,0.378,0.00254
13.714,0.00382,0.387,0.00254
13.719,0.00398,0.398,0.00264
13.723,0.00405,0.406,0.00263
13.726,0.00409,0.412,0.00262
13.731,0.00419,0.423,0.00263
13.734,0.00426,0.43,0.00271
13.738,0.00426,0.438,0.00267
13.743,0.00433,0.449,0.00272
13.747,0.00442,0.458,0.00269
13.752,0.00453,0.469,0.00276
13.755,0.00456,0.475,0.00283
13.758,0.00464,0.482,0.00287
13.761,0.00471,0.488,0.00294
13.764,0.00478,0.495,0.003
13.767,0.00483,0.502,0.00301
13.77,0.00485,0.509,0.00302
13.773,0.00494,0.516,0.00309
13.776,0.00503,0.523,0.00313
13.78,0.00505,0.532,0.00312
13.785,0.00507,0.543,0.00313
13.788,0.00517,0.55,0.00313
13.791,0.00522,0.557,0.00323
13.795,0.00529,0.565,0.00325
13.8,0.00526,0.576,0.00319
13.803,0.00535,0.583,0.00324
13.807,0.00545,0.591,0.00324
13.812,0.00552,0.602,0.00339
13.815,0.00558,0.608,0.0034
13.818,0.00565,0.614,0.00351
13.821,0.00563,0.62,0.00352
13.825,0.00574,0.629,0.0036
13.831,0.00583,0.642,0.00358
13.836,0.00593,0.652,0.00365
13.839,0.00596,0.658,0.00369
13.843,0.00598,0.666,0.00369
13.846,0.00598,0.672,0.00374
13.851,0.00612,0.683,0.0039
13.854,0.00607,0.689,0.00387
13.858,0.00616,0.697,0.00399
13.861,0.00623,0.703,0.00412
13.867,0.00643,0.715,0.00433
13.872,0.00659,0.725,0.00452
13.876,0.00665,0.733,0.00455
13.881,0.00675,0.743,0.00471
13.884,0.00676,0.748,0.00471
13.887,0.00683,0.754,0.00476
13.89,0.0069,0.76,0.00479
13.893,0.00696,0.767,0.00486
13.896,0.00707,0.773,0.00497
13.899,0.00717,0.78,0.00502
13.903,0.00724,0.788,0.00505
13.908,0.00716,0.799,0.00503
13.911,0.00718,0.805,0.00506
13.915,0.0073,0.812,0.00519
13.921,0.00732,0.824,0.00529
13.927,0.00732,0.836,0.00522
13.932,0.00736,0.845,0.00519
13.935,0.00743,0.851,0.00525
13.939,0.00758,0.859,0.00541
13.945,0.00774,0.871,0.00553
13.948,0.00777,0.877,0.00553
13.953,0.00789,0.887,0.00548
13.956,0.008,0.893,0.00557
13.96,0.00803,0.901,0.00561
13.963,0.00807,0.907,0.0056
13.968,0.00814,0.917,0.00563
13.971,0.00828,0.924,0.00571
13.974,0.00837,0.93,0.00576
13.978,0.00842,0.938,0.00573
13.983,0.00871,0.948,0.00579
13.986,0.0088,0.954,0.00582
13.989,0.00891,0.96,0.00583
13.992,0.00901,0.966,0.00589
13.996,0.00904,0.975,0.00584
13.999,0.00905,0.981,0.0058
14.005,0.00913,0.993,0.00584
14.008,0.00926,1,0.00588
14.011,0.0093,1.01,0.00589
14.016,0.00968,1.02,0.00613
14.019,0.00981,1.02,0.00611
14.023,0.01,1.03,0.00627
14.026,0.0102,1.04,0.00635
14.031,0.0101,1.04,0.00628
14.035,0.0103,1.05,0.00635
14.038,0.0104,1.06,0.00642
14.041,0.0105,1.06,0.00648
14.044,0.0106,1.07,0.00645
14.047,0.0107,1.08,0.00637
14.052,0.011,1.09,0.00623
14.055,0.0111,1.09,0.00609
14.059,0.011,1.1,0.0061
14.062,0.0113,1.1,0.00619
14.067,0.0112,1.11,0.00627
14.071,0.0118,1.12,0.00633
14.074,0.0114,1.12,0.00636
14.079,0.0121,1.13,0.00633
14.082,0.0135,1.14,0.00631
14.085,0.0131,1.14,0.00631
14.088,0.0128,1.15,0.00638
14.091,0.0163,1.15,0.00641
14.094,0.0559,1.16,0.00631
14.097,0.0688,1.16,0.00629
14.1,0.0715,1.17,0.00636
14.104,-0.051,1.17,0.00638
14.107,-0.0507,1.18,0.00638
14.112,-0.0486,1.18,0.00626
14.115,-0.0477,1.19,0.00619
14.118,-0.0448,1.19,0.00619
14.121,-0.0424,1.19,0.00612
14.124,-0.0439,1.2,0.00595
14.127,-0.0451,1.2,0.00584
14.131,-0.047,1.21,0.00566
14.134,-0.0484,1.21,0.00555
14.14,-0.0481,1.22,0.00518
14.146,-0.0489,1.22,0.00472
14.149,-0.0507,1.22,0.00452
14.154,-0.0506,1.23,0.00406
14.157,-0.0535,1.23,0.00405
14.161,-0.0531,1.23,0.00389
14.166,-0.0551,1.24,0.00356
14.169,-0.056,1.24,0.00324
14.172,-0.0566,1.24,0.00319
14.175,-0.0574,1.24,0.00302
14.179,-0.0625,1.24,0.0026
14.182,-0.0659,1.25,0.00235
14.188,-0.0689,1.25,0.00143
14.193,-0.0715,1.25,0.000852
14.197,-0.0729,1.25,0.000556
14.2,-0.0726,1.25,0.000207
14.203,-0.0754,1.25,6.92e-05
14.208,-0.081,1.26,-0.000167
14.212,-0.0853,1.26,-0.000617
14.217,-0.0857,1.26,-0.000839
14.221,-0.09,1.26,-0.00114
14.226,-0.0899,1.26,-0.0011
14.23,-0.0941,1.26,-0.00128
14.235,-0.094,1.26,-0.0013
14.239,-0.0982,1.26,-0.00153
14.242,-0.0965,1.26,-0.00143
14.247,-0.101,1.26,-0.00124
14.25,-0.103,1.26,-0.00105
14.253,-0.103,1.26,-0.00096
14.256,-0.103,1.26,-0.00072
14.259,-0.106,1.26,-0.000629
14.263,-0.109,1.26,-0.000198
14.266,-0.111,1.26,2.99e-05
14.272,-0.115,1.25,0.000868
14.277,-0.115,1.25,0.00166
14.28,-0.115,1.25,0.00189
14.283,-0.114,1.25,0.00249
14.287,-0.114,1.24,0.00304
14.29,-0.116,1.24,0.00349
14.293,-0.117,1.24,0.00402
14.296,-0.119,1.24,0.00456
14.301,-0.121,1.24,0.0055
14.304,-0.122,1.23,0.0062
14.307,-0.121,1.23,0.00693
14.311,-0.12,1.23,0.00779
14.316,-0.121,1.22,0.00883
14.319,-0.122,1.22,0.00946
14.322,-0.121,1.22,0.0101
14.325,-0.119,1.21,0.0107
14.328,-0.12,1.21,0.0114
14.331,-0.12,1.21,0.0123
14.334,-0.121,1.2,0.0132
14.337,-0.121,1.2,0.0138
14.34,-0.122,1.2,0.0146
14.343,-0.122,1.19,0.0154
14.346,-0.122,1.19,0.0162
14.349,-0.122,1.18,0.0168
14.352,-0.123,1.18,0.0175
14.355,-0.123,1.17,0.0182
14.358,-0.123,1.17,0.019
14.361,-0.123,1.17,0.0197
14.364,-0.122,1.16,0.0204
14.367,-0.122,1.16,0.0212
14.37,-0.122,1.15,0.022
14.373,0.00436,1.14,0.0228
14.376,0.00475,1.14,0.0235
14.379,0.00541,1.13,0.0242
14.382,0.00698,1.13,0.0249
14.385,0.00763,1.12,0.0256
14.388,0.0081,1.12,0.0263
14.391,0.00852,1.11,0.0269
14.394,0.00905,1.1,0.0274
14.397,0.00977,1.1,0.0281
14.4,0.0105,1.09,0.0288
14.403,0.0112,1.09,0.0293
14.407,0.0124,1.08,0.0301
14.412,0.0137,1.07,0.0309
14.415,0.0146,1.06,0.0315
14.418,0.0126,1.05,0.0319
14.421,0.00778,1.04,0.0322
14.424,0.00878,1.04,0.0324
14.427,0.00973,1.03,0.0327
14.431,0.011,1.03,0.033
14.436,0.0129,1.02,0.0334
14.439,0.0141,1.01,0.0337
14.442,0.0153,1.01,0.034
14.446,0.0168,0.999,0.0341
14.451,0.0186,0.986,0.0343
14.455,0.02,0.976,0.0343
14.46,0.0219,0.837,0.0346
14.463,0.023,0.829,0.0346
14.466,0.0239,0.82,0.0346
14.47,0.0255,0.808,0.0345
14.476,0.0274,0.791,0.0345
14.479,0.0285,0.782,0.0345
14.484,0.0302,0.767,0.0343
14.487,0.0204,0.762,0.0343
14.49,0.00274,0.757,0.0341
14.493,0.00532,0.747,0.0339
14.496,0.00828,0.737,0.0338
14.499,0.0111,0.727,0.0336
14.502,0.0139,0.716,0.0335
14.505,0.0166,0.706,0.0333
14.508,0.0193,0.696,0.0331
14.511,0.0219,0.686,0.0329
14.514,0.0244,0.676,0.0326
14.517,0.0268,0.666,0.0323
14.52,0.0291,0.656,0.032
14.523,0.0313,0.646,0.0318
14.526,0.0335,0.636,0.0316
14.529,0.0356,0.626,0.0313
14.532,0.0373,0.616,0.0311
14.535,0.0391,0.606,0.0308
14.538,0.0407,0.596,0.0304
14.541,0.0421,0.586,0.0302
14.544,0.0435,0.576,0.03
14.547,0.0448,0.566,0.0296
14.55,0.0457,0.557,0.0293
14.553,0.0467,0.547,0.029
14.556,0.0477,0.537,0.0286
14.559,0.0485,0.528,0.0283
14.562,0.0493,0.518,0.0279
14.565,-0.0758,0.509,0.0275
14.568,-0.0752,0.499,0.0272
14.571,-0.075,0.489,0.0268
14.574,0.049,0.48,0.0264
14.577,0.0492,0.471,0.0261
14.58,-0.0755,0.461,0.0258
14.583,-0.0731,0.452,0.0255
14.586,-0.0731,0.443,0.0252
14.589,-0.075,0.433,0.0249
14.592,-0.0751,0.424,0.0245
14.596,-0.075,0.412,0.024
14.601,-0.0752,0.397,0.0234
14.604,-0.0753,0.388,0.0231
14.607,-0.0754,0.379,0.0228
14.61,-0.0756,0.371,0.0225
14.613,-0.0758,0.362,0.0222
14.616,-0.0761,0.353,0.0219
14.619,-0.0764,0.345,0.0215
14.622,-0.0767,0.336,0.0212
14.625,-0.0771,0.327,0.0209
14.629,-0.0776,0.316,0.0205
14.634,-0.078,0.302,0.02
14.637,-0.0783,0.294,0.0197
14.64,0.047,0.286,0.0193
14.643,0.0467,0.278,0.0191
14.646,0.0466,0.27,0.0187
14.649,-0.0778,0.262,0.0184
14.652,-0.0781,0.254,0.0181
14.656,0.047,0.243,0.0177
14.661,0.0451,0.231,0.0171
14.664,0.0464,0.223,0.0168
14.667,0.0465,0.216,0.0165
14.67,0.0463,0.208,0.0162
14.673,0.0462,0.201,0.0159
14.676,0.0462,0.193,0.0155
14.679,0.0462,0.186,0.0153
14.682,0.0462,0.179,0.015
14.685,0.0463,0.172,0.0146
14.688,0.0464,0.165,0.0143
14.691,0.0466,0.158,0.014
14.694,0.0467,0.151,0.0137
14.697,0.0469,0.145,0.0134
14.7,0.0472,0.138,0.0131
14.703,0.0475,0.131,0.0128
14.706,0.0477,0.125,0.0125
14.709,0.048,0.118,0.0121
14.712,0.0484,0.112,0.0119
14.715,0.0487,0.106,0.0116
14.718,0.049,0.0995,0.0113
14.721,0.0494,0.0933,0.0109
14.724,0.0497,0.0873,0.0106
14.727,0.0501,0.0813,0.0103
14.73,0.0505,0.0754,0.0101
14.733,0.0508,0.0697,0.00975
14.736,0.051,0.064,0.00943
14.739,0.0514,0.0584,0.00914
14.743,0.0518,0.0511,0.00873
14.748,0.0522,0.0421,0.00822
14.752,0.0525,0.0351,0.00785
14.758,-0.0725,0.0247,0.00746
14.763,-0.0722,0.0164,0.00699
14.766,0.0524,0.0115,0.00669
14.769,0.0526,0.0066,0.00641
14.772,0.0532,0.00176,0.00615
14.775,-0.0708,-0.00297,0.00582
14.778,-0.0705,-0.00755,0.0056
14.781,-0.0706,-0.0121,0.00536
14.784,-0.0717,-0.0166,0.0051
14.788,-0.0627,-0.0165,0.00475
14.791,-0.0122,-0.0155,0.00452
14.794,-0.0132,-0.0203,0.00432
14.797,-0.0163,-0.0253,0.00405
14.803,-0.0235,-0.0345,0.0035
14.806,-0.026,-0.039,0.0033
14.809,-0.0288,-0.0434,0.00309
14.812,-0.031,-0.0477,0.00289
14.815,-0.0333,-0.0519,0.0027
14.818,-0.0357,-0.056,0.00245
14.823,-0.0396,-0.0627,0.00215
14.827,-0.0426,-0.0678,0.00189
14.832,-0.0454,-0.074,0.00158
14.836,-0.0474,-0.0789,0.00137
14.839,-0.049,-0.0824,0.00125
14.842,-0.0498,-0.0859,0.00105
14.845,-0.0507,-0.0892,0.000908
14.851,-0.0524,-0.0956,0.000563
14.854,-0.0531,-0.0988,0.000403
14.857,-0.054,-0.102,0.000215
14.86,-0.0539,-0.105,4.15e-05
14.863,-0.0541,-0.108,-8.15e-05
14.866,-0.0542,-0.111,-0.00023
14.869,-0.0544,-0.113,-0.000419
14.872,-0.0541,-0.116,-0.000567
14.875,-0.0541,-0.119,-0.000673
14.878,-0.0533,-0.121,-0.000797
14.884,-0.0518,-0.126,-0.000932
14.887,-0.0505,-0.128,-0.00105
14.893,-0.0469,-0.133,-0.00127
14.896,-0.0449,-0.135,-0.00141
14.899,-0.0424,-0.137,-0.00149
14.904,-0.0376,-0.14,-0.00168
14.908,-0.0341,-0.143,-0.00184
14.911,-0.0308,-0.145,-0.0019
14.916,-0.0275,-0.148,-0.00207
14.919,-0.0259,-0.149,-0.00218
14.922,-0.0244,-0.151,-0.00228
14.925,-0.0225,-0.153,-0.00237
14.929,-0.021,-0.155,-0.0025
14.934,-0.0189,-0.157,-0.00256
14.937,-0.0183,-0.159,-0.00265
14.941,-0.0173,-0.16,-0.0028
14.944,-0.0161,-0.162,-0.00285
14.947,-0.0155,-0.163,-0.00291
14.95,-0.0144,-0.164,-0.00299
14.956,-0.0135,-0.166,-0.00319
14.961,-0.0124,-0.168,-0.0033
14.964,-0.0121,-0.169,-0.00333
14.967,-0.0113,-0.17,-0.00337
14.971,-0.0107,-0.171,-0.00345
14.976,-0.00978,-0.173,-0.00355
14.979,-0.0093,-0.173,-0.00358
14.982,-0.00865,-0.174,-0.0036
14.985,-0.00823,-0.175,-0.00368
14.988,-0.00782,-0.175,-0.0037
14.991,-0.00717,-0.176,-0.00368
14.994,-0.00684,-0.177,-0.00372
14.997,-0.00622,-0.177,-0.00377
15,-0.00587,-0.178,-0.0038
15.003,-0.00546,-0.178,-0.00382
15.006,-0.00484,-0.179,-0.00383
15.009,-0.00454,-0.179,-0.00384
15.013,-0.00376,-0.18,-0.00384
15.018,-0.00315,-0.18,-0.00384
15.021,-0.00259,-0.18,-0.00385
15.024,-0.00227,-0.181,-0.00381
15.027,-0.00166,-0.181,-0.00383
15.031,-0.00117,-0.181,-0.00384
15.036,-0.000452,-0.181,-0.00382
15.039,-7.92e-05,-0.181,-0.00384
15.042,0.000438,-0.182,-0.00383
15.045,0.000771,-0.182,-0.00383
15.048,0.00111,-0.182,-0.00387
15.051,0.00165,-0.182,-0.00381
15.054,0.00195,-0.182,-0.0038
15.057,0.0024,-0.182,-0.00377
15.06,0.00282,-0.182,-0.00377
15.063,0.00312,-0.182,-0.00375
15.066,0.0036,-0.181,-0.00369
15.069,0.00397,-0.181,-0.00369
15.072,0.0043,-0.181,-0.00366
15.075,0.00477,-0.181,-0.00366
15.079,0.00505,-0.181,-0.00363
15.084,0.00571,-0.18,-0.00369
15.087,0.00601,-0.18,-0.00364
15.09,0.00627,-0.18,-0.00361
15.093,0.00675,-0.18,-0.00359
15.096,0.00708,-0.179,-0.00353
15.099,0.00735,-0.179,-0.00358
15.103,0.00793,-0.178,-0.00352
15.108,0.00839,-0.178,-0.00348
15.111,0.00878,-0.178,-0.00342
15.114,0.00901,-0.177,-0.00339
15.117,0.0093,-0.177,-0.00335
15.12,0.00955,-0.176,-0.0033
15.123,0.00993,-0.176,-0.00319
15.127,0.0103,-0.175,-0.00313
15.132,0.0107,-0.174,-0.00307
15.135,0.011,-0.174,-0.00299
15.138,0.0112,-0.173,-0.00296
15.141,0.0114,-0.173,-0.0029
15.144,0.0116,-0.172,-0.00286
15.147,0.0117,-0.172,-0.00279
15.15,0.0121,-0.171,-0.00269
15.153,0.0122,-0.171,-0.00259
15.156,0.0124,-0.17,-0.00254
15.159,0.0126,-0.17,-0.00251
15.163,0.0129,-0.169,-0.00242
15.168,0.0133,-0.168,-0.00231
15.171,0.0134,-0.167,-0.00224
15.174,0.0136,-0.166,-0.00219
15.177,0.0137,-0.166,-0.00208
15.18,0.0139,-0.165,-0.00207
15.183,0.014,-0.165,-0.00196
15.187,0.0143,-0.164,-0.00187
15.193,0.0146,-0.162,-0.00173
15.199,0.0148,-0.161,-0.00158
15.204,0.015,-0.16,-0.00153
15.207,0.0151,-0.159,-0.00151
15.21,0.0153,-0.158,-0.00141
15.213,0.0153,-0.158,-0.00136
15.216,0.0153,-0.157,-0.00123
15.219,0.0154,-0.156,-0.00115
15.222,0.0156,-0.156,-0.00106
15.225,0.0157,-0.155,-0.00101
15.228,0.0158,-0.154,-0.000918
15.231,0.0158,-0.153,-0.000824
15.234,0.0158,-0.153,-0.000745
15.238,0.0158,-0.152,-0.000673
15.243,0.0159,-0.15,-0.000544
15.246,0.016,-0.15,-0.000477
15.249,0.016,-0.149,-0.000461
15.252,0.0161,-0.148,-0.00035
15.255,0.0161,-0.147,-0.000255
15.258,0.0161,-0.147,-0.000233
15.261,0.0161,-0.146,-0.000151
15.264,0.0161,-0.145,-7.37e-05
15.267,0.0161,-0.144,-4.28e-05
15.27,0.0161,-0.144,4.39e-05
15.273,0.0161,-0.143,9.25e-05
15.276,0.0161,-0.142,0.000222
15.279,0.016,-0.141,0.000252
15.282,0.0159,-0.141,0.000335
15.285,0.0159,-0.14,0.000366
15.288,0.0159,-0.139,0.000446
15.291,0.0158,-0.138,0.000504
15.294,0.0158,-0.138,0.000569
15.297,0.0158,-0.137,0.000647
15.3,0.0157,-0.136,0.000705
15.303,0.0157,-0.135,0.00075
15.306,0.0156,-0.135,0.000835
15.309,0.0157,-0.134,0.000895
15.312,0.0156,-0.133,0.000973
15.315,0.0155,-0.132,0.000995
15.318,0.0155,-0.132,0.00105
15.321,0.0153,-0.131,0.00105
15.324,0.0153,-0.13,0.00114
15.327,0.0153,-0.129,0.00116
15.33,0.0152,-0.129,0.00118
15.333,0.0151,-0.128,0.00121
15.336,0.0151,-0.127,0.00129
15.339,0.0149,-0.126,0.00133
15.342,0.0149,-0.126,0.00134
15.345,0.0149,-0.125,0.00138
15.348,0.0149,-0.124,0.00142
15.351,0.0146,-0.124,0.00147
15.355,0.0146,-0.123,0.0015
15.36,0.0144,-0.121,0.0015
15.363,0.0142,-0.121,0.0015
15.367,0.0141,-0.12,0.00158
15.37,0.014,-0.119,0.00164
15.375,0.0139,-0.118,0.00169
15.378,0.0137,-0.117,0.00168
15.381,0.0136,-0.116,0.00172
15.384,0.0135,-0.116,0.00177
15.387,0.0134,-0.115,0.00179
15.39,0.0122,-0.11,0.00185
15.393,0.0117,-0.107,0.00187
15.396,0.0116,-0.107,0.00189
15.399,0.0115,-0.106,0.00194
15.402,0.0114,-0.106,0.002
15.405,0.0114,-0.105,0.00201
15.408,0.0113,-0.105,0.00203
15.411,0.0112,-0.105,0.00209
15.414,0.0111,-0.104,0.00212
15.417,0.011,-0.104,0.00213
15.42,0.0109,-0.104,0.00214
15.423,0.0108,-0.103,0.00214
15.426,0.0106,-0.103,0.00218
15.429,0.0105,-0.103,0.00224
15.432,0.0105,-0.102,0.00225
15.435,0.0104,-0.102,0.00232
15.438,0.0103,-0.102,0.00232
15.441,0.0102,-0.101,0.00235
15.444,0.0101,-0.101,0.00234
15.447,0.0101,-0.101,0.00233
15.45,0.01,-0.1,0.00236
15.453,0.0099,-0.0998,0.00238
15.456,0.00987,-0.0994,0.00237
15.459,0.00978,-0.099,0.00235
15.462,0.00975,-0.0987,0.00231
15.465,0.0097,-0.0984,0.00232
15.468,0.00963,-0.098,0.00235
15.471,0.00954,-0.0977,0.00233
15.474,0.00945,-0.0973,0.00236
15.477,0.00937,-0.097,0.00238
15.48,0.00926,-0.0967,0.00238
15.484,0.00923,-0.0962,0.00232
15.487,0.00908,-0.0958,0.00233
15.492,0.00897,-0.0952,0.00229
15.495,0.00889,-0.0949,0.00224
15.499,0.00881,-0.0944,0.00224
15.504,0.00857,-0.0938,0.00231
15.507,0.00852,-0.0934,0.00232
15.511,0.00837,-0.093,0.00239
15.516,0.00825,-0.0925,0.00247
15.519,0.00821,-0.0922,0.00244
15.522,0.00813,-0.0918,0.00245
15.525,0.00806,-0.0916,0.00242
15.528,0.00795,-0.0912,0.00239
15.531,0.00792,-0.0909,0.00234
15.534,0.00781,-0.0906,0.00231
